split,id,question,raw_prediction,cleaned_prediction,all_raw_predictions,all_cleaned_predictions,prediction,references,gold_context_retrieved,gold_context_rank,reciprocal_rank,retrieved_contexts,retrieval_scores,retrieval_top_score,retrieval_signal,faithfulness_signal,consistency_signal,retrieval_signal_raw,faithfulness_signal_raw,consistency_signal_raw,combined_confidence,exact_match,token_f1,small_prediction,small_exact_match,small_token_f1,large_raw_prediction,large_prediction,large_exact_match,large_token_f1,delegation_beneficial,delegation_harmful,delegation_em_gain,decision,delegation_policy,delegation_score,escalated,final_prediction,final_exact_match,final_token_f1,escalation_improved,escalation_harmed
test,57274beff1498d1400e8f5e6,How many Examination Boards exist in India?,30,30,['30'],['30'],30,"['30', '30', '30']",True,1.0,1.0,"['In India, private schools are called independent schools, but since some private schools receive financial aid from the government, it can be an aided or an unaided school. So, in a strict sense, a private school is an unaided independent school. For the purpose of this definition, only receipt of financial aid is considered, not land purchased from the government at a subsidized rate. It is within the power of both the union government and the state governments to govern schools since Education appears in the Concurrent list of legislative subjects in the constitution. The practice has been for the union government to provide the broad policy directions while the states create their own rules and regulations for the administration of the sector. Among other things, this has also resulted in 30 different Examination Boards or academic authorities that conduct examinations for school leaving certificates. Prominent Examination Boards that are present in multiple states are the CBSE and the CISCE, NENBSE', 'The Theravada school spread south from India in the 3rd century BCE, to Sri Lanka and Thailand and Burma and later also Indonesia. The Dharmagupta school spread (also in 3rd century BCE) north to Kashmir, Gandhara and Bactria (Afghanistan).', 'The above are further subdivided into 31 planes of existence.[web 4] Rebirths in some of the higher heavens, known as the Śuddhāvāsa Worlds or Pure Abodes, can be attained only by skilled Buddhist practitioners known as anāgāmis (non-returners). Rebirths in the Ārūpyadhātu (formless realms) can be attained by only those who can meditate on the arūpajhānas, the highest object of meditation.']","[0.5560421943664551, 0.33108845353126526, 0.31146693229675293]",0.5560421943664551,0.7780210971832275,0.4638103321194649,,0.5560421943664551,-0.07237933576107025,,0.6052051763981581,1.0,1.0,30,1.0,1.0,,,,,,,,accept,ctd_style,0.49833787568128124,False,30,1.0,1.0,False,False
test,57274d905951b619008f87e3,Who started rumors in 2008 that ABC would sell its ten owned-and-operated stations?,Caris & Co.,Caris & Co.,['Caris & Co.'],['Caris & Co.'],Caris & Co.,"['Caris & Co.', 'Caris & Co.', 'Caris & Co.']",True,3.0,0.3333333333333333,"['In 2007, BSkyB and Virgin Media became involved in a dispute over the carriage of Sky channels on cable TV. The failure to renew the existing carriage agreements negotiated with NTL and Telewest resulted in Virgin Media removing the basic channels from the network on 1 March 2007. Virgin Media claimed that BSkyB had substantially increased the asking price for the channels, a claim which BSkyB denied, on the basis that their new deal offered ""substantially more value"" by including HD channels and Video On Demand content which was not previously carried by cable.', ""In 1965, the corporate entity, American Broadcasting-Paramount Theatres, was renamed as the American Broadcasting Companies,  while its cinema division became ABC Theatres;[citation needed] its recording division was renamed ABC Records in 1966. In December of that year, the ABC television network premiered The Dating Game, a pioneer series in its genre, which was a reworking of the blind date concept in which a suitor selected one of three contestants sight unseen based on the answers to selected questions. This was followed up in July 1966 by The Newlywed Game, featuring three recently married couples who guessed the responses to their partner's questions (some of which were fairly risque). As ABC began to outgrow its facilities at 7 West 66th Street, Goldenson found a new headquarters for ABC in a 44 story building located at 1330 Avenue of the Americas in Manhattan, at the corner of 54th Street (now occupied by The Financial Times's New York office). This operation allowed for the conversion of the premises at 66th Street into production facilities for television and radio programs."", ""The Writers Guild of America strike that halted production of network programs for much of the 2007–08 season affected the network in 2007–08 and 2008–09, as various ABC shows that premiered in 2007, such as Dirty Sexy Money, Pushing Daisies, Eli Stone and Samantha Who?, did not live to see a third season; other series such as Boston Legal and the U.S. version of Life on Mars suffered from low viewership, despite the former, a spin off of The Practice, being a once-highlighted breakout series when it debuted in 2005. One of the network's strike-replacement programs during that time was the game show Duel, which premiered in December 2007. The program would become a minor success for the network during its initial six-episode run, which led ABC to renew Duel as a regular series starting in April 2008. However, Duel suffered from low viewership during its run as a regular series, and ABC canceled the program after sixteen episodes. On August 15, 2008, Disney denied rumors started by Caris & Co. that it would be selling the ten ABC owned-and-operated stations.""]","[0.42320966720581055, 0.41608691215515137, 0.39734143018722534]",0.42320966720581055,0.7116048336029053,0.503684532828629,,0.42320966720581055,0.007369065657258034,,0.5972486681770535,1.0,1.0,Caris & Co.,1.0,1.0,,,,,,,,accept,ctd_style,0.4986059526672449,False,Caris & Co.,1.0,1.0,False,False
test,56bf1ae93aeaaa14008c951b,Which network broadcasted the 50th Super Bowl game? ,CBS,CBS,['CBS'],['CBS'],CBS,"['CBS', 'CBS', 'CBS']",True,1.0,1.0,"['CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever.', ""In 1993, the league staged its first All-Star Game in Des Moines, Iowa, the future home of the long-running Iowa Barnstormers, as a fundraiser for flood victims in the area. The National Conference defeated the American Conference 64–40 in front of a crowd of 7,189. The second Allstar game was in Oct. 2013, with two games, the first in Honolulu, Hawai'i, the second being in Beijing, China."", ""In 1965, the corporate entity, American Broadcasting-Paramount Theatres, was renamed as the American Broadcasting Companies,  while its cinema division became ABC Theatres;[citation needed] its recording division was renamed ABC Records in 1966. In December of that year, the ABC television network premiered The Dating Game, a pioneer series in its genre, which was a reworking of the blind date concept in which a suitor selected one of three contestants sight unseen based on the answers to selected questions. This was followed up in July 1966 by The Newlywed Game, featuring three recently married couples who guessed the responses to their partner's questions (some of which were fairly risque). As ABC began to outgrow its facilities at 7 West 66th Street, Goldenson found a new headquarters for ABC in a 44 story building located at 1330 Avenue of the Americas in Manhattan, at the corner of 54th Street (now occupied by The Financial Times's New York office). This operation allowed for the conversion of the premises at 66th Street into production facilities for television and radio programs.""]","[0.5943267941474915, 0.40591415762901306, 0.3950589895248413]",0.5943267941474915,0.7971633970737457,0.6733571290969849,,0.5943267941474915,0.3467142581939697,,0.7290699496865273,1.0,1.0,CBS,1.0,1.0,CBS,CBS,1.0,1.0,,,,escalate,ctd_style,0.5005618871410967,True,CBS,1.0,1.0,False,False
test,57264d9edd62a815002e8100,Why was this short termed organization created?,to promote sustainable natural resource management,to promote sustainable natural resource management,['to promote sustainable natural resource management'],['to promote sustainable natural resource management'],to promote sustainable natural resource management,"['coordinate the response to the embargo', 'to coordinate the response to the embargo', 'to coordinate the response to the embargo', 'to coordinate the response to the embargo', 'to coordinate the response to the embargo']",False,,0.0,"[""A nonprofit organization (NPO, also known as a non-business entity) is an organization whose purposes are other than making a profit. A nonprofit organization is often dedicated to furthering a particular social cause or advocating for a particular point of view. In economic terms, a nonprofit organization uses its surplus revenues to further achieve its purpose or mission, rather than distributing its surplus income to the organization's shareholders (or equivalents) as profit or dividends. This is known as the distribution constraint. The decision to adopt a nonprofit legal structure is one that will often have taxation implications, particularly where the nonprofit seeks income tax exemption, charitable status and so on."", ""In 1993, the newly formed government of Namibia received funding from the United States Agency for International Development (USAID) through its Living in a Finite Environment (LIFE) Project. The Ministry of Environment and Tourism with the financial support from organisations such as USAID, Endangered Wildlife Trust, WWF, and Canadian Ambassador's Fund, together form a Community Based Natural Resource Management (CBNRM) support structure. The main goal of this project is promote sustainable natural resource management by giving local communities rights to wildlife management and tourism."", ""The process of founding the country's public university began on 11 June 1833 with the passage of a law proposed by Senator Dámaso Antonio Larrañaga. It called for the creation of nine academic departments; the President of the Republic would pass a decree formally creating the departments once the majority of them were in operation. In 1836, the House of General Studies was formed, housing the departments of Latin, philosophy, mathematics, theology and jurisprudence. On 27 May 1838, Manuel Oribe passed a decree establishing the Greater University of the Republic. That decree had few practical effects, given the institutional instability of the Oriental Republic of the Uruguay at that time.""]","[0.41397589445114136, 0.3062019944190979, 0.2876712381839752]",0.41397589445114136,0.7069879472255707,0.728232130408287,,0.41397589445114136,0.4564642608165741,,0.7186722479760648,0.0,0.2,to promote sustainable natural resource management,0.0,0.2,I do not know,I do not know,0.0,0.0,,,,escalate,ctd_style,0.5009335345709075,True,I do not know,0.0,0.0,False,False
test,5725c41eec44d21400f3d50b,What does LGM stands for?,Lunar Geodesic Machine,Lunar Geodesic Machine,['Lunar Geodesic Machine'],['Lunar Geodesic Machine'],Lunar Geodesic Machine,"['Last Glacial Maximum', 'Last Glacial Maximum', 'Last Glacial Maximum']",False,,0.0,"['After an unmanned LM test flight AS-206, a crew would fly the first Block II CSM and LM in a dual mission known as AS-207/208, or AS-278 (each spacecraft would be launched on a separate Saturn IB.) The Block II crew positions were titled Commander (CDR) Command Module Pilot (CMP) and Lunar Module Pilot (LMP). The astronauts would begin wearing a new Apollo spacesuit, designed to accommodate lunar extravehicular activity (EVA). The traditional visor helmet was replaced with a clear ""fishbowl"" type for greater visibility, and the lunar surface EVA suit would include a water-cooled undergarment.', 'The Association for Asian Studies states that there is no known written evidence to suggest that later leaders of the Gelug—Gendün Drup (1391–1474) and Gendün Gyatso (1475–1571)—had any contacts with Ming China. These two religious leaders were preoccupied with an overriding concern for dealing with the powerful secular Rinpungpa princes, who were patrons and protectors of the Karma Kargyu lamas. The Rinpungpa leaders were relatives of the Phagmodrupa, yet their authority shifted over time from simple governors to rulers in their own right over large areas of Ü-Tsang. The prince of Rinbung occupied Lhasa in 1498 and excluded the Gelug from attending New Years ceremonies and prayers, the most important event in the Gelug. While the task of New Years prayers in Lhasa was granted to the Karmapa and others, Gendün Gyatso traveled in exile looking for allies. However, it was not until 1518 that the secular Phagmodru ruler captured Lhasa from the Rinbung, and thereafter the Gelug was given rights to conduct the New Years prayer. When the Drikung Kagyu abbot of Drigung Monastery threatened Lhasa in 1537, Gendün Gyatso was forced to abandon the Drepung Monastery, although he eventually returned.', 'There is usually an indication for a specific identification of an infectious agent only when such identification can aid in the treatment or prevention of the disease, or to advance knowledge of the course of an illness prior to the development of effective therapeutic or preventative measures. For example, in the early 1980s, prior to the appearance of AZT for the treatment of AIDS, the course of the disease was closely followed by monitoring the composition of patient blood samples, even though the outcome would not offer the patient any further treatment options. In part, these studies on the appearance of HIV in specific communities permitted the advancement of hypotheses as to the route of transmission of the virus. By understanding how the disease was transmitted, resources could be targeted to the communities at greatest risk in campaigns aimed at reducing the number of new infections. The specific serological diagnostic identification, and later genotypic or molecular identification, of HIV also enabled the development of hypotheses as to the temporal and geographical origins of the virus, as well as a myriad of other hypothesis. The development of molecular diagnostic tools have enabled physicians and researchers to monitor the efficacy of treatment with anti-retroviral drugs. Molecular diagnostics are now commonly used to identify HIV in healthy people long before the onset of illness and have been used to demonstrate the existence of people who are genetically resistant to HIV infection. Thus, while there still is no cure for AIDS, there is great therapeutic and predictive benefit to identifying the virus and monitoring the virus levels within the blood of infected individuals, both for the patient and for the community at large.']","[0.28003668785095215, 0.19820532202720642, 0.19508439302444458]",0.28003668785095215,0.6400183439254761,0.6042086407542229,,0.28003668785095215,0.20841728150844574,,0.6203230071812869,0.0,0.0,Lunar Geodesic Machine,0.0,0.0,,,,,,,,accept,ctd_style,0.4994940189645271,False,Lunar Geodesic Machine,0.0,0.0,False,False
test,56e20a3ae3433e140042324d,What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems?,"""Reducibility Among Combinatorial Problems""",Reducibility Among Combinatorial Problems,"['""Reducibility Among Combinatorial Problems""']",['Reducibility Among Combinatorial Problems'],Reducibility Among Combinatorial Problems,"['""Reducibility Among Combinatorial Problems""', 'Reducibility Among Combinatorial Problems', '""Reducibility Among Combinatorial Problems""']",True,1.0,1.0,"['In 1967, Manuel Blum developed an axiomatic complexity theory based on his axioms and proved an important result, the so-called, speed-up theorem. The field really began to flourish in 1971 when the US researcher Stephen Cook and, working independently, Leonid Levin in the USSR, proved that there exist practically relevant problems that are NP-complete. In 1972, Richard Karp took this idea a leap forward with his landmark paper, ""Reducibility Among Combinatorial Problems"", in which he showed that 21 diverse combinatorial and graph theoretical problems, each infamous for its computational intractability, are NP-complete.', ""Von Neumann's results have been viewed as a special case of linear programming, where von Neumann's model uses only nonnegative matrices. The study of von Neumann's model of an expanding economy continues to interest mathematical economists with interests in computational economics. This paper has been called the greatest paper in mathematical economics by several authors, who recognized its introduction of fixed-point theorems, linear inequalities, complementary slackness, and saddlepoint duality. In the proceedings of a conference on von Neumann's growth model, Paul Samuelson said that many mathematicians had developed methods useful to economists, but that von Neumann was unique in having made significant contributions to economic theory itself."", 'In fact, process theology is difficult to define because process theologians are so diverse and transdisciplinary in their views and interests. John B. Cobb, Jr. is a process theologian who has also written books on biology and economics. Roland Faber and Catherine Keller integrate Whitehead with poststructuralist, postcolonialist, and feminist theory. Charles Birch was both a theologian and a geneticist. Franklin I. Gamwell writes on theology and political theory. In Syntheism - Creating God in The Internet Age, futurologists Alexander Bard and Jan Söderqvist repeatedly credit Whitehead for the process theology they see rising out of the participatory culture expected to dominate the digital era.']","[0.6659392714500427, 0.34596705436706543, 0.28440332412719727]",0.6659392714500427,0.8329696357250214,0.7181881666183472,,0.6659392714500427,0.43637633323669434,,0.7698398277163505,1.0,1.0,Reducibility Among Combinatorial Problems,1.0,1.0,"""Reducibility Among Combinatorial Problems""",Reducibility Among Combinatorial Problems,1.0,1.0,,,,escalate,ctd_style,0.5011079123843336,True,Reducibility Among Combinatorial Problems,1.0,1.0,False,False
test,572f59b4a23a5019007fc58a,What Lake in a German island Mainau receives a fraction of the Rhine's flow?,Hagnau am Bodensee,Hagnau am Bodensee,['Hagnau am Bodensee'],['Hagnau am Bodensee'],Hagnau am Bodensee,"['Lake Überlingen', 'Lake Überlingen', 'Lake Überlingen']",True,1.0,1.0,"['The flow of cold, gray mountain water continues for some distance into the lake. The cold water flows near the surface and at first doesn\'t mix with the warmer, green waters of Upper Lake. But then, at the so-called Rheinbrech, the Rhine water abruptly falls into the depths because of the greater density of cold water. The flow reappears on the surface at the northern (German) shore of the lake, off the island of Lindau. The water then follows the northern shore until Hagnau am Bodensee. A small fraction of the flow is diverted off the island of Mainau into Lake Überlingen. Most of the water flows via the Constance hopper into the Rheinrinne (""Rhine Gutter"") and Seerhein. Depending on the water level, this flow of the Rhine water is clearly visible along the entire length of the lake.', ""Although there is some evidence of earlier inhabitation in the region of Utrecht, dating back to the Stone Age (app. 2200 BCE) and settling in the Bronze Age (app. 1800–800 BCE), the founding date of the city is usually related to the construction of a Roman fortification (castellum), probably built in around 50 CE. A series of such fortresses was built after the Roman emperor Claudius decided the empire should not expand north. To consolidate the border the limes Germanicus defense line was constructed  along the main branch of the river Rhine, which at that time flowed through a more northern bed compared to today (what is now the Kromme Rijn). These fortresses were designed to house a cohort of about 500 Roman soldiers. Near the fort settlements would grow housing artisans, traders and soldiers' wives and children."", 'The Allies offered peace terms in the Frankfurt proposals in November 1813. Napoleon would remain as Emperor of France, but it would be reduced to its ""natural frontiers."" That meant that France could retain control of Belgium, Savoy and the Rhineland (the west bank of the Rhine River), while giving up control of all the rest, including all of Spain and the Netherlands, and most of Italy and Germany. Metternich told Napoleon these were the best terms the Allies were likely to offer; after further victories, the terms would be harsher and harsher. Metternich\'s motivation was to maintain France as a balance against Russian threats, while ending the highly destabilizing series of wars.']","[0.7548953890800476, 0.3529527187347412, 0.33364808559417725]",0.7548953890800476,0.8774476945400238,0.5477791205048561,,0.7548953890800476,0.09555824100971222,,0.6961299788206816,0.0,0.0,Hagnau am Bodensee,0.0,0.0,,,,,,,,accept,ctd_style,0.4994322354437152,False,Hagnau am Bodensee,0.0,0.0,False,False
test,5727678e5951b619008f8973,What studio does ABC own at 1500 Broadway in NYC?,Times Square Studios,Times Square Studios,['Times Square Studios'],['Times Square Studios'],Times Square Studios,"['Times Square Studios', 'Times Square Studios', 'Times Square Studios']",True,1.0,1.0,"['ABC also owns the Times Square Studios at 1500 Broadway on land in Times Square owned by a development fund for the 42nd Street Project; opened in 1999, Good Morning America and Nightline are broadcast from this particular facility. ABC News has premises a little further on West 66th Street, in a six-story building occupying a 196 feet (60 m) × 379 feet (116 m) plot at 121–135 West End Avenue. The block of West End Avenue housing the ABC News building was renamed Peter Jennings Way in 2006 in honor of the recently deceased longtime ABC News chief anchor and anchor of World News Tonight.', ""In 1965, the corporate entity, American Broadcasting-Paramount Theatres, was renamed as the American Broadcasting Companies,  while its cinema division became ABC Theatres;[citation needed] its recording division was renamed ABC Records in 1966. In December of that year, the ABC television network premiered The Dating Game, a pioneer series in its genre, which was a reworking of the blind date concept in which a suitor selected one of three contestants sight unseen based on the answers to selected questions. This was followed up in July 1966 by The Newlywed Game, featuring three recently married couples who guessed the responses to their partner's questions (some of which were fairly risque). As ABC began to outgrow its facilities at 7 West 66th Street, Goldenson found a new headquarters for ABC in a 44 story building located at 1330 Avenue of the Americas in Manhattan, at the corner of 54th Street (now occupied by The Financial Times's New York office). This operation allowed for the conversion of the premises at 66th Street into production facilities for television and radio programs."", ""Around 40 theatres are located in Hanover. The Opera House, the Schauspielhaus (Play House), the Ballhofeins, the Ballhofzwei and the Cumberlandsche Galerie belong to the Lower Saxony State Theatre. The Theater am Aegi is Hanover's big theatre for musicals, shows and guest performances. The Neues Theater (New Theatre) is the Boulevard Theatre of Hanover. The Theater für Niedersachsen is another big theatre in Hanover, which also has an own Musical-Company. Some of the most important Musical-Productions are the rock musicals of the German rock musician Heinz Rudolph Kunze, which take place at the Garden-Theatre in the Great Garden.""]","[0.4832058846950531, 0.4484870433807373, 0.37697070837020874]",0.4832058846950531,0.7416029423475266,0.7435747385025024,,0.4832058846950531,0.4871494770050049,,0.7426874302327633,1.0,1.0,Times Square Studios,1.0,1.0,Times Square Studios,Times Square Studios,1.0,1.0,,,,escalate,ctd_style,0.5011699128425194,True,Times Square Studios,1.0,1.0,False,False
test,572867543acd2414000df9a1,How many fraternities are apart of the university?,fifteen,fifteen,['fifteen'],['fifteen'],fifteen,"['fifteen', 'fifteen', 'fifteen']",True,1.0,1.0,"['There are fifteen fraternities and seven sororities at the University of Chicago, as well as one co-ed community service fraternity, Alpha Phi Omega. Four of the sororities are members of the National Panhellenic Conference, and ten of the fraternities form the University of Chicago Interfraternity Council. In 2002, the Associate Director of Student Activities estimated that 8–10 percent of undergraduates were members of fraternities or sororities. The student activities office has used similar figures, stating that one in ten undergraduates participate in Greek life.', ""In the 1890s, the University of Chicago, fearful that its vast resources would injure smaller schools by drawing away good students, affiliated with several regional colleges and universities: Des Moines College, Kalamazoo College, Butler University, and Stetson University. In 1896, the university affiliated with Shimer College in Mount Carroll, Illinois. Under the terms of the affiliation, the schools were required to have courses of study comparable to those at the university, to notify the university early of any contemplated faculty appointments or dismissals, to make no faculty appointment without the university's approval, and to send copies of examinations for suggestions. The University of Chicago agreed to confer a degree on any graduating senior from an affiliated school who made a grade of A for all four years, and on any other graduate who took twelve weeks additional study at the University of Chicago. A student or faculty member of an affiliated school was entitled to free tuition at the University of Chicago, and Chicago students were eligible to attend an affiliated school on the same terms and receive credit for their work. The University of Chicago also agreed to provide affiliated schools with books and scientific apparatus and supplies at cost; special instructors and lecturers without cost except travel expenses; and a copy of every book and journal published by the University of Chicago Press at no cost. The agreement provided that either party could terminate the affiliation on proper notice. Several University of Chicago professors disliked the program, as it involved uncompensated additional labor on their part, and they believed it cheapened the academic reputation of the university. The program passed into history by 1910."", 'Freemasonry consists of fraternal organisations that trace their origins to the local fraternities of stonemasons, which from the end of the fourteenth century regulated the qualifications of stonemasons and their interaction with authorities and clients. The degrees of freemasonry retain the three grades of medieval craft guilds, those of Apprentice, Journeyman or fellow (now called Fellowcraft), and Master Mason. These are the degrees offered by Craft (or Blue Lodge) Freemasonry. Members of these organisations are known as Freemasons or Masons. There are additional degrees, which vary with locality and jurisdiction, and are usually administered by different bodies than the craft degrees.']","[0.632454514503479, 0.3779396414756775, 0.37395381927490234]",0.632454514503479,0.8162272572517395,0.5461180880665779,,0.632454514503479,0.09223617613315582,,0.6676672141999007,1.0,1.0,fifteen,1.0,1.0,,,,,,,,accept,ctd_style,0.4992793882773768,False,fifteen,1.0,1.0,False,False
test,57275f6ef1498d1400e8f709,At what address did Goldenson secure a new headquarters for ABC?,1330 Avenue of the Americas,1330 Avenue of the Americas,['1330 Avenue of the Americas'],['1330 Avenue of the Americas'],1330 Avenue of the Americas,"['1330 Avenue of the Americas in Manhattan', '1330 Avenue of the Americas in Manhattan', '1330 Avenue of the Americas in Manhattan']",True,1.0,1.0,"[""In 1965, the corporate entity, American Broadcasting-Paramount Theatres, was renamed as the American Broadcasting Companies,  while its cinema division became ABC Theatres;[citation needed] its recording division was renamed ABC Records in 1966. In December of that year, the ABC television network premiered The Dating Game, a pioneer series in its genre, which was a reworking of the blind date concept in which a suitor selected one of three contestants sight unseen based on the answers to selected questions. This was followed up in July 1966 by The Newlywed Game, featuring three recently married couples who guessed the responses to their partner's questions (some of which were fairly risque). As ABC began to outgrow its facilities at 7 West 66th Street, Goldenson found a new headquarters for ABC in a 44 story building located at 1330 Avenue of the Americas in Manhattan, at the corner of 54th Street (now occupied by The Financial Times's New York office). This operation allowed for the conversion of the premises at 66th Street into production facilities for television and radio programs."", 'ABC also owns the Times Square Studios at 1500 Broadway on land in Times Square owned by a development fund for the 42nd Street Project; opened in 1999, Good Morning America and Nightline are broadcast from this particular facility. ABC News has premises a little further on West 66th Street, in a six-story building occupying a 196 feet (60 m) × 379 feet (116 m) plot at 121–135 West End Avenue. The block of West End Avenue housing the ABC News building was renamed Peter Jennings Way in 2006 in honor of the recently deceased longtime ABC News chief anchor and anchor of World News Tonight.', 'The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.']","[0.5062187910079956, 0.40515968203544617, 0.390831857919693]",0.5062187910079956,0.7531093955039978,0.6624505817890167,,0.5062187910079956,0.32490116357803345,,0.7032470479607582,0.0,0.8,1330 Avenue of the Americas,0.0,0.8,1330 Avenue of the Americas,1330 Avenue of the Americas,0.0,0.8,,,,escalate,ctd_style,0.5003507928852062,True,1330 Avenue of the Americas,0.0,0.8,False,False
test,5730b255396df919000962b4,Who had established the Russian empire to its former glory prior to 1921?,Lenin,Lenin,['Lenin'],['Lenin'],Lenin,"['Bolshevik leaders', 'Bolshevik leaders', 'Bolshevik leaders', 'Bolshevik leaders']",True,1.0,1.0,"['Bolshevik leaders had effectively reestablished a polity with roughly the same extent as that empire by 1921, however with an internationalist ideology: Lenin in particular asserted the right to limited self-determination for national minorities within the new territory. Beginning in 1923, the policy of ""Indigenization"" [korenizatsiia] was intended to support non-Russians develop their national cultures within a socialist framework. Never formally revoked, it stopped being implemented after 1932. After World War II, the Soviet Union installed socialist regimes modeled on those it had installed in 1919–20 in the old Tsarist Empire in areas its forces occupied in Eastern Europe. The Soviet Union and the People’s Republic of China supported post–World War II communist movements in foreign nations and colonies to advance their own interests, but were not always successful.', 'On December 25, 1991, following the collapse of the Soviet Union, the republic was renamed the Russian Federation, which it remains to this day. This name and ""Russia"" were specified as the official state names in the April 21, 1992 amendment to the existing constitution and were retained as such in the 1993 Constitution of Russia.', 'In 1943, Karachay Autonomous Oblast was dissolved by Joseph Stalin, when the Karachays were exiled to Central Asia for their alleged collaboration with the Germans and territory was incorporated into the Georgian SSR.']","[0.5513204336166382, 0.4324039816856384, 0.39749884605407715]",0.5513204336166382,0.7756602168083191,0.6735904514789581,,0.5513204336166382,0.34718090295791626,,0.7195218458771706,0.0,0.0,Lenin,0.0,0.0,I do not know,I do not know,0.0,0.0,,,,escalate,ctd_style,0.5005167040899918,True,I do not know,0.0,0.0,False,False
test,57298ef11d0469140077952f,What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,random noise,random noise,['random noise'],['random noise'],random noise,"['random noise', 'random noise', 'random noise', 'random noise']",True,1.0,1.0,"['The unproven Riemann hypothesis, dating from 1859, states that except for s = −2, −4, ..., all zeroes of the ζ-function have real part equal to 1/2. The connection to prime numbers is that it essentially says that the primes are as regularly distributed as possible.[clarification needed] From a physical viewpoint, it roughly states that the irregularity in the distribution of primes only comes from random noise. From a mathematical viewpoint, it roughly states that the asymptotic distribution of primes (about x/log x of numbers less than x are primes, the prime number theorem) also holds for much shorter intervals of length about the square root of x (for intervals near x). This hypothesis is generally believed to be correct. In particular, the simplest assumption is that primes should have no significant irregularities without good reason.', 'Early human genetic cluster analysis studies were conducted with samples taken from ancestral population groups living at extreme geographic distances from each other. It was thought that such large geographic distances would maximize the genetic variation between the groups sampled in the analysis and thus maximize the probability of finding cluster patterns unique to each group. In light of the historically recent acceleration of human migration (and correspondingly, human gene flow) on a global scale, further studies were conducted to judge the degree to which genetic cluster analysis can pattern ancestrally identified groups as well as geographically separated groups. One such study looked at a large multiethnic population in the United States, and ""detected only modest genetic differentiation between different current geographic locales within each race/ethnicity group. Thus, ancient geographic ancestry, which is highly correlated with self-identified race/ethnicity—as opposed to current residence—is the major determinant of genetic structure in the U.S. population."" (Tang et al. (2005))', 'On 16 April 1973, Gaddafi proclaimed the start of a ""Popular Revolution"" in a Zuwarah speech. He initiated this with a 5-point plan, the first point of which dissolved all existing laws, to be replaced by revolutionary enactments. The second point proclaimed that all opponents of the revolution had to be removed, while the third initiated an administrative revolution that Gaddafi proclaimed would remove all traces of bureaucracy and the bourgeoisie. The fourth point announced that the population must form People\'s Committees and be armed to defend the revolution, while the fifth proclaimed the beginning of a cultural revolution to expunge Libya of ""poisonous"" foreign influences. He began to lecture on this new phase of the revolution in Libya, Egypt, and France.']","[0.6244621276855469, 0.2318759262561798, 0.20081853866577148]",0.6244621276855469,0.8122310638427734,0.5590176545083523,,0.6244621276855469,0.11803530901670456,,0.6729636887088418,1.0,1.0,random noise,1.0,1.0,,,,,,,,accept,ctd_style,0.4994048396302219,False,random noise,1.0,1.0,False,False
